order_id,payment_method,amount
12580,Wallet,2417.54
12581,UPI,2630.64
12582,PayPal,1471.68
12583,Wallet,2480.35
12584,PayPal,531.85
12585,Card,568.83
12586,Wallet,1453.64
12587,Card,1609.62
12588,UPI,4870.15
12589,PayPal,694.04
12590,UPI,1464.06
12591,Card,371.52
12592,Card,1151.96
12593,UPI,261.04
12594,UPI,1195.86
12595,UPI,2436.48
12596,Wallet,1881.19
12597,UPI,648.91
12598,Wallet,1699.15
12599,PayPal,732.23
12600,PayPal,216.78
12601,PayPal,364.34
12602,Card,2102.25
12603,PayPal,2101.17
12604,UPI,1651.72
12605,PayPal,281.17
12606,PayPal,1804.01
12607,UPI,830.36
12608,Wallet,1777.14
12609,UPI,1089.9
12610,Card,495.09
12611,PayPal,905.47
12612,PayPal,3008.01
12613,PayPal,570.0
12614,UPI,2529.37
12615,Wallet,1271.08
12616,PayPal,2459.26
12617,UPI,3565.07
12618,PayPal,2534.78
12619,PayPal,3250.48
12620,UPI,1315.82
12621,Card,1489.08
12622,PayPal,769.38
12623,Wallet,2764.81
12624,Card,2355.3
12625,UPI,717.66
12626,UPI,1382.61
12627,UPI,3883.32
12628,Wallet,3300.61
12629,UPI,1089.35
12630,Wallet,1767.26
12631,Card,3721.18
12632,UPI,434.22
12633,Wallet,2798.22
12634,Card,3733.71
12635,PayPal,3907.68
12636,Wallet,775.75
12637,Card,1356.24
12638,UPI,119.46
12639,Card,1685.64
12640,Card,1602.61
12641,Wallet,2288.1
12642,Wallet,2428.8
12643,Card,2200.02
12644,PayPal,4159.63
12645,PayPal,889.0
12646,UPI,31.66
12647,UPI,223.84
12648,Card,146.14
12649,Card,2410.64
12650,UPI,421.89
12651,Wallet,526.26
12652,PayPal,429.13
12653,UPI,2320.62
12654,Card,412.28
12655,Wallet,1816.76
12656,UPI,3945.06
12657,Card,561.77
12658,PayPal,655.59
12659,PayPal,66.42
12660,UPI,1505.7
12661,Wallet,1334.8
12662,UPI,749.51
12663,PayPal,1630.97
12664,Wallet,2345.77
12665,Wallet,2451.84
12666,UPI,964.98
12667,Card,2245.12
12668,Wallet,83.94
12669,UPI,1458.72
12670,PayPal,694.04
12671,Card,1832.8
12672,PayPal,769.75
12673,Wallet,4298.74
12674,Wallet,1937.05
12675,PayPal,1252.3
12676,Card,2090.48
12677,UPI,1511.25
12678,Wallet,58.6
12679,PayPal,407.95
12680,PayPal,320.18
12681,PayPal,1631.5
12682,UPI,1453.27
12683,Card,2518.32
12684,Card,1622.28
12685,Card,848.84
12686,Wallet,1517.59
12687,Wallet,1869.79
12688,PayPal,4215.33
12689,Card,2530.11
12690,Wallet,606.1
12691,Wallet,1199.1
12692,Wallet,4799.98
12693,Wallet,2841.49
12694,Card,351.15
12695,UPI,1846.94
12696,UPI,2084.34
12697,Wallet,2255.78
12698,Card,2078.02
12699,Wallet,2048.88
12700,Wallet,1622.91
12701,UPI,2371.73
12702,UPI,163.86
12703,UPI,2261.06
12704,UPI,414.3
12705,UPI,2199.53
12706,Card,1477.45
12707,Card,1323.96
12708,UPI,5004.7
12709,Card,866.08
12710,Card,1809.14
12711,Wallet,1980.23
12712,PayPal,938.38
12713,UPI,1576.03
12714,Wallet,2117.23
12715,Wallet,3114.62
12716,Wallet,1392.42
12717,Wallet,2220.22
12718,Wallet,1543.13
12719,PayPal,356.38
12720,Wallet,1596.87
12721,PayPal,279.44
12722,UPI,1125.36
12723,Card,3464.17
12724,Card,1498.8
12725,UPI,991.71
12726,UPI,2304.37
12727,Card,4222.49
12728,PayPal,4917.08
12729,PayPal,1500.97
12730,PayPal,1927.96
12731,UPI,2366.88
12732,Card,1755.42
12733,UPI,226.06
12734,UPI,266.86
12735,UPI,1554.14
12736,Wallet,805.47
12737,PayPal,2905.5
12738,Card,2204.36
12739,PayPal,825.54
12740,PayPal,2988.8
12741,PayPal,4166.19
12742,Card,1061.09
12743,Card,1264.95
12744,PayPal,2832.52
12745,Wallet,626.59
12746,Card,1882.07
12747,Wallet,2683.77
12748,PayPal,1168.74
12749,Card,258.09
12750,PayPal,2110.7
12751,PayPal,1480.29
12752,UPI,105.96
12753,UPI,1864.91
12754,Card,1317.15
12755,Wallet,807.35
12756,UPI,843.45
12757,Card,1624.08
12758,Wallet,2783.95
12759,UPI,2541.71
12760,Wallet,1607.37
12761,UPI,659.39
12762,Card,1636.42
12763,Card,1084.87
12764,PayPal,2443.46
12765,PayPal,2437.84
12766,UPI,2768.25
12767,Wallet,729.39
12768,PayPal,1277.51
12769,Wallet,595.47
12770,Wallet,2086.81
12771,Wallet,2654.03
12772,Wallet,2418.17
12773,UPI,1838.21
12774,Card,1147.64
12775,Card,1836.54
12776,Wallet,2069.31
12777,Card,2444.99
12778,UPI,1377.1
12779,Wallet,1416.69
12780,PayPal,2631.61
12781,Wallet,1977.19
12782,PayPal,1720.2
12783,Card,1657.42
12784,Wallet,1675.4
12785,UPI,2468.93
12786,UPI,3343.17
12787,PayPal,1004.7
12788,Wallet,818.01
12789,UPI,3648.19
12790,PayPal,2189.1
12791,Card,963.35
12792,Card,1286.33
12793,UPI,1598.22
12794,UPI,581.78
12795,Card,896.29
12796,PayPal,3361.57
12797,Wallet,351.38
12798,UPI,3349.74
12799,Card,916.03
12800,UPI,3027.96
12801,Card,2883.45
12802,PayPal,1431.01
12803,Wallet,1797.06
12804,Wallet,2652.78
12805,Wallet,156.26
12806,Wallet,1932.68
12807,Card,4603.71
12808,PayPal,1793.99
12809,UPI,1444.14
12810,PayPal,1220.35
12811,Card,1038.81
12812,Wallet,4034.13
12813,Card,7014.59
12814,PayPal,2768.37
12815,Wallet,1549.82
12816,Wallet,2040.55
12817,Wallet,489.99
12818,Wallet,1042.41
12819,Card,304.5
12820,Wallet,1933.55
12821,Card,1709.79
12822,UPI,504.67
12823,UPI,827.16
12824,Card,736.72
12825,Wallet,1349.6
12826,Wallet,2312.84
12827,PayPal,2013.25
12828,Card,579.3
12829,Wallet,1668.54
12830,Card,1074.39
12831,Card,528.39
12832,Wallet,1398.62
12833,PayPal,2606.14
12834,Wallet,2179.8
12835,UPI,1855.61
12836,Wallet,1141.29
12837,Wallet,187.94
12838,UPI,2753.67
12839,Card,89.74
12840,Card,3720.39
12841,Card,3146.47
12842,UPI,737.86
12843,Wallet,488.7
12844,UPI,973.98
12845,Wallet,1098.02
12846,UPI,811.54
12847,UPI,2143.21
12848,PayPal,2333.48
12849,PayPal,2941.05
12850,UPI,2676.99
12851,PayPal,1860.41
12852,PayPal,749.51
12853,UPI,1695.36
12854,PayPal,2444.86
12855,UPI,1204.25
12856,Wallet,1934.53
12857,PayPal,1516.19
12858,PayPal,4013.0
12859,PayPal,2357.76
12860,Wallet,1385.25
12861,PayPal,1052.43
12862,Card,1140.24
12863,UPI,1966.6
12864,UPI,201.92
12865,PayPal,2324.46
12866,Card,1554.6
12867,Card,974.03
12868,Wallet,477.04
12869,Wallet,432.26
12870,Card,425.19
12871,Wallet,1137.7
12872,PayPal,1101.27
12873,UPI,1018.29
12874,UPI,999.4
12875,Wallet,2314.34
12876,Wallet,302.62
12877,PayPal,2426.02
12878,Card,530.38
12879,UPI,2658.03
12880,Card,4591.29
12881,PayPal,855.22
12882,Card,157.87
12883,Wallet,1311.71
12884,PayPal,3984.33
12885,Wallet,1136.98
12886,Wallet,2903.26
12887,Wallet,3114.68
12888,Wallet,591.77
12889,PayPal,4266.65
12890,UPI,145.05
12891,UPI,1999.84
12892,Card,521.82
12893,PayPal,4215.78
12894,Wallet,1597.1
12895,Wallet,317.25
12896,Card,1076.97
12897,Wallet,679.73
12898,UPI,864.1
12899,UPI,2217.92
12900,Wallet,4867.31
12901,PayPal,6131.46
12902,UPI,972.71
12903,PayPal,1677.64
12904,Card,1746.34
12905,Card,3803.66
12906,UPI,2567.63
12907,UPI,1907.68
12908,Wallet,392.25
12909,UPI,4012.11
12910,PayPal,1007.4
12911,Wallet,2717.69
12912,UPI,1717.08
12913,UPI,1445.64
12914,PayPal,3124.76
12915,PayPal,537.48
12916,Card,734.6
12917,PayPal,658.56
12918,Wallet,3379.23
12919,Wallet,2036.39
12920,Wallet,993.9
12921,Card,2249.9
12922,PayPal,2478.8
12923,Wallet,1104.86
12924,Card,250.5
12925,Card,1127.99
12926,PayPal,1324.45
12927,Card,2508.28
12928,Card,4192.96
12929,Card,1652.38
12930,UPI,1144.7
12931,PayPal,447.46
12932,PayPal,1186.07
12933,Wallet,347.65
12934,UPI,195.41
12935,UPI,1858.97
12936,Card,1643.01
12937,PayPal,1474.58
12938,Wallet,2522.66
12939,Card,1440.93
12940,Wallet,1531.73
12941,Wallet,1316.27
12942,PayPal,3552.86
12943,Wallet,1254.71
12944,PayPal,1931.05
12945,UPI,2769.46
12946,UPI,386.2
12947,UPI,1727.19
12948,PayPal,2814.65
12949,Wallet,2045.82
12950,Card,1685.13
12951,Card,339.24
12952,UPI,408.92
12953,Card,225.46
12954,PayPal,3616.68
12955,Card,3463.97
12956,Card,2767.04
12957,Card,2994.26
12958,Wallet,1961.85
12959,Wallet,293.91
12960,PayPal,2313.63
12961,Card,2450.72
12962,Card,2539.34
12963,Wallet,1760.82
12964,Card,2027.31
12965,Wallet,2759.81
12966,Card,318.86
12967,PayPal,422.78
12968,Wallet,592.69
12969,UPI,2394.23
12970,PayPal,527.61
12971,PayPal,1461.9
12972,Wallet,6181.18
12973,Wallet,366.31
12974,Card,2444.09
12975,Wallet,3470.46
12976,Wallet,3184.84
12977,PayPal,328.24
12978,PayPal,1441.9
12979,Card,618.6
12980,UPI,1004.7
12981,PayPal,777.76
12982,Card,1025.72
12983,Card,4453.4
12984,UPI,21.02
12985,Card,1579.56
12986,UPI,1187.94
12987,Card,703.4
12988,Wallet,2552.63
12989,PayPal,715.5
12990,UPI,3027.9
12991,Wallet,694.89
12992,Wallet,291.39
12993,Card,437.07
12994,Card,2155.25
12995,Wallet,1141.23
12996,Wallet,58.96
12997,UPI,1735.95
12998,PayPal,1831.48
12999,UPI,506.82
13000,Wallet,1509.69
13001,UPI,680.87
13002,PayPal,959.09
13003,PayPal,404.88
13004,Card,2458.79
13005,UPI,655.85
13006,UPI,652.92
13007,PayPal,1080.32
13008,Wallet,2361.32
13009,UPI,671.19
13010,Card,1301.2
13011,PayPal,364.29
13012,Wallet,516.93
13013,Card,2572.8
13014,Wallet,525.37
13015,Card,1909.45
13016,Wallet,2814.74
13017,Card,3632.47
13018,Card,1761.92
13019,Card,668.07
13020,UPI,1256.15
13021,PayPal,412.89
13022,Card,1501.48
13023,PayPal,2343.26
13024,PayPal,778.64
13025,Card,1414.23
13026,PayPal,618.1
13027,Card,1456.37
13028,UPI,575.5
13029,UPI,208.59
13030,Card,508.16
13031,UPI,2705.78
13032,Wallet,1875.01
13033,Wallet,528.62
13034,Wallet,3210.51
13035,Wallet,1739.43
13036,PayPal,1021.47
13037,Card,1117.62
13038,PayPal,1307.31
13039,Wallet,4151.31
13040,Card,203.1
13041,Wallet,754.56
13042,Wallet,255.92
13043,UPI,109.6
13044,PayPal,1737.66
13045,PayPal,1455.33
13046,PayPal,2275.7
13047,PayPal,3318.87
13048,PayPal,180.0
13049,Wallet,1571.52
13050,PayPal,2176.99
13051,Card,3463.44
13052,PayPal,2270.09
13053,Wallet,79.03
13054,Card,734.18
13055,Wallet,2642.1
13056,UPI,1823.26
13057,PayPal,3219.33
13058,Wallet,1528.48
13059,PayPal,1296.04
13060,PayPal,722.1
13061,Wallet,1202.76
13062,Card,3402.68
13063,PayPal,1048.57
13064,Card,792.03
13065,Card,857.58
13066,UPI,2526.42
13067,UPI,1064.36
13068,PayPal,1225.54
13069,UPI,2123.74
13070,UPI,143.0
13071,PayPal,1627.35
13072,PayPal,2593.49
13073,Wallet,431.54
13074,UPI,1648.37
13075,Wallet,2843.37
13076,Card,702.63
13077,UPI,561.68
13078,UPI,69.53
13079,Wallet,2080.33
13080,UPI,4257.43
13081,UPI,1810.21
13082,Wallet,1812.19
13083,Card,2539.51
13084,Card,357.24
13085,PayPal,2085.82
13086,Card,2379.96
13087,PayPal,2994.7
13088,PayPal,577.01
13089,UPI,682.98
13090,Card,1058.31
13091,Card,1708.44
13092,UPI,662.59
13093,Wallet,2980.11
13094,PayPal,1079.37
13095,PayPal,602.98
13096,UPI,1898.44
13097,Card,570.96
13098,UPI,3666.77
13099,Card,1394.48
13100,Wallet,5379.36
13101,Wallet,1110.48
13102,Card,1834.56
13103,UPI,1598.77
13104,Card,390.71
13105,Card,343.21
13106,Card,1680.09
13107,PayPal,2861.78
13108,Card,3599.53
13109,UPI,3266.43
13110,Wallet,2056.36
13111,PayPal,2263.8
13112,Card,977.44
13113,Wallet,857.82
13114,Wallet,790.86
13115,Wallet,1310.68
13116,UPI,1885.46
13117,Wallet,1338.91
13118,PayPal,1540.6
13119,UPI,1060.56
13120,UPI,2126.66
13121,Wallet,1020.48
13122,Wallet,547.16
13123,UPI,2270.57
13124,Card,3881.88
13125,UPI,724.7
13126,PayPal,2774.96
13127,PayPal,220.66
13128,Card,1723.76
13129,Wallet,1262.85
13130,Wallet,1837.5
13131,PayPal,564.71
13132,PayPal,241.86
13133,Wallet,2832.64
13134,PayPal,257.73
13135,Wallet,443.22
13136,Card,492.69
13137,Wallet,2063.42
13138,Wallet,1319.07
13139,UPI,3378.97
13140,Card,712.76
13141,PayPal,43.04
13142,PayPal,2899.2
13143,PayPal,1429.72
13144,Card,2255.69
13145,UPI,2166.55
13146,UPI,2326.5
13147,UPI,1559.58
13148,Card,906.8
13149,Wallet,1502.87
13150,Wallet,495.01
13151,Card,3015.1
13152,UPI,2215.94
13153,UPI,1214.32
13154,Wallet,3293.53
13155,UPI,811.39
13156,PayPal,242.46
13157,PayPal,3781.9
13158,PayPal,2305.13
13159,PayPal,1878.42
13160,Wallet,1552.25
13161,UPI,945.26
13162,PayPal,183.44
13163,Wallet,917.62
13164,UPI,820.04
13165,Card,4553.29
13166,UPI,2253.14
13167,PayPal,2615.97
13168,Wallet,652.72
13169,PayPal,520.35
13170,Card,291.2
13171,Card,1684.67
13172,PayPal,3343.56
13173,Card,687.68
13174,PayPal,4554.58
13175,Wallet,4020.75
13176,Card,1838.58
13177,UPI,252.06
13178,PayPal,3687.19
13179,PayPal,1407.45
13180,Card,236.73
13181,PayPal,1582.92
13182,Card,934.13
13183,Card,1376.95
13184,Card,2630.13
13185,UPI,1111.32
13186,Card,1175.36
13187,UPI,3394.69
13188,Wallet,854.27
13189,Wallet,297.21
13190,PayPal,3436.08
13191,Wallet,107.41
13192,Wallet,1520.78
13193,PayPal,1078.21
13194,PayPal,415.71
13195,PayPal,540.41
13196,PayPal,1930.11
13197,Card,3129.76
13198,Card,3580.13
13199,Wallet,2535.51
13200,Card,2086.12
13201,UPI,3249.31
13202,Card,4328.53
13203,UPI,2708.69
13204,Wallet,2997.29
13205,UPI,472.1
13206,PayPal,183.22
13207,UPI,153.8
13208,UPI,1305.4
13209,UPI,2427.66
13210,PayPal,1049.36
13211,UPI,1994.91
13212,PayPal,2075.27
13213,Card,2553.09
13214,Card,865.27
13215,UPI,1950.51
13216,Wallet,1882.56
13217,Wallet,5276.53
13218,Card,2480.28
13219,Card,138.1
13220,UPI,424.5
13221,UPI,2748.54
13222,Card,2283.66
13223,Wallet,3269.52
13224,PayPal,342.76
13225,UPI,1783.7
13226,Wallet,1580.63
13227,PayPal,1160.44
13228,UPI,588.44
13229,Card,736.42
13230,Card,2809.44
13231,Card,527.72
13232,Wallet,1415.88
13233,Wallet,1246.87
13234,Wallet,2122.18
13235,Card,2999.2
13236,Wallet,735.93
13237,PayPal,610.31
13238,UPI,51.53
13239,PayPal,444.76
13240,UPI,1780.43
13241,UPI,1934.38
13242,UPI,1896.9
13243,PayPal,1783.17
13244,UPI,1836.66
13245,Card,851.9
13246,Wallet,1745.72
13247,UPI,2120.71
13248,PayPal,3239.17
13249,PayPal,2745.87
13250,PayPal,3663.85
13251,UPI,1586.64
13252,Card,2132.68
13253,UPI,202.75
13254,PayPal,1393.49
13255,UPI,775.62
13256,Card,2441.87
13257,PayPal,3826.92
13258,Card,788.36
13259,UPI,2194.45
13260,UPI,540.22
13261,UPI,1326.3
13262,UPI,356.7
13263,PayPal,1024.1
13264,Wallet,2046.15
13265,Wallet,47.67
13266,PayPal,714.86
13267,Wallet,2003.11
13268,Card,168.24
13269,PayPal,3116.26
13270,PayPal,2519.7
13271,PayPal,249.92
13272,Wallet,3799.63
13273,UPI,966.35
13274,PayPal,2487.41
13275,Card,964.71
13276,Card,949.72
13277,Card,1401.96
13278,Wallet,1477.83
13279,UPI,1653.22
13280,PayPal,1733.13
13281,PayPal,1140.18
13282,UPI,1386.38
13283,UPI,2998.69
13284,Card,1640.26
13285,Wallet,1431.18
13286,Card,752.02
13287,Wallet,1999.27
13288,PayPal,2331.31
13289,Card,1180.8
13290,Wallet,2624.43
13291,Card,5329.14
13292,Card,2456.35
13293,Wallet,1633.26
13294,UPI,1578.18
13295,PayPal,1140.02
13296,Wallet,1532.25
13297,Card,1446.87
13298,UPI,3497.8
13299,Card,676.2
13300,PayPal,243.8
13301,UPI,4652.09
13302,UPI,345.92
13303,UPI,1734.61
13304,Card,979.2
13305,Wallet,2418.06
13306,Wallet,3586.66
13307,UPI,729.22
13308,Card,470.2
13309,UPI,829.92
13310,Wallet,1551.03
13311,Card,1041.78
13312,PayPal,776.88
13313,UPI,1230.14
13314,UPI,1185.96
13315,UPI,883.9
13316,Card,2182.98
13317,Wallet,1480.36
13318,Card,663.51
13319,UPI,1483.99
13320,PayPal,1588.55
13321,UPI,3085.87
13322,UPI,3299.99
13323,Wallet,302.88
13324,PayPal,952.87
13325,PayPal,1637.73
13326,UPI,2740.2
13327,Card,2484.29
13328,PayPal,431.18
13329,Wallet,3507.88
13330,PayPal,2358.94
13331,PayPal,926.44
13332,Wallet,553.4
13333,PayPal,1275.5
13334,Card,1474.09
13335,Card,372.68
13336,Card,1694.32
13337,PayPal,3523.55
13338,PayPal,1773.86
13339,UPI,3140.94
13340,Card,1163.34
13341,UPI,1155.84
13342,UPI,1238.64
13343,Wallet,276.2
13344,Card,2829.36
13345,UPI,1082.42
13346,Wallet,3382.46
13347,Wallet,2097.47
13348,UPI,2735.83
13349,Wallet,1302.73
13350,Card,940.74
13351,UPI,491.8
13352,PayPal,2012.05
13353,Wallet,714.72
13354,UPI,608.56
13355,Card,1780.87
13356,Card,2415.26
13357,Wallet,2809.14
13358,Card,435.83
13359,Card,1714.4
13360,Wallet,1226.4
13361,Card,911.58
13362,Card,2941.39
13363,PayPal,3897.2
13364,Wallet,3381.08
13365,UPI,928.14
13366,UPI,1131.32
13367,PayPal,2636.96
13368,Card,35.78
13369,UPI,3156.18
13370,Wallet,416.05
13371,Card,746.56
13372,UPI,1292.13
13373,UPI,1958.37
13374,PayPal,3773.1
13375,UPI,2049.2
13376,UPI,5335.38
13377,Card,2086.77
13378,Wallet,2867.83
13379,Wallet,2441.61
13380,Card,508.33
13381,Card,245.07
13382,UPI,2124.96
13383,PayPal,1240.35
13384,UPI,1928.02
13385,Wallet,45.03
13386,UPI,584.66
13387,PayPal,1851.92
13388,UPI,2760.98
13389,PayPal,1821.36
13390,UPI,4317.58
13391,Card,1953.32
13392,Card,2575.82
13393,UPI,1690.84
13394,Card,181.41
13395,PayPal,4651.25
13396,Card,1371.76
13397,Card,1418.06
13398,Wallet,2756.74
13399,Wallet,801.81
13400,Wallet,2197.41
13401,UPI,2123.08
13402,PayPal,1179.03
13403,UPI,749.08
13404,UPI,1229.0
13405,PayPal,1694.32
13406,Wallet,1246.34
13407,Card,25.14
13408,Wallet,770.21
13409,PayPal,1147.52
13410,UPI,554.44
13411,UPI,2015.0
13412,Card,1645.93
13413,Wallet,1959.57
13414,PayPal,756.42
13415,Card,1965.31
13416,PayPal,3732.55
13417,Wallet,871.96
13418,Card,1936.0
13419,PayPal,846.55
13420,PayPal,2245.36
13421,Wallet,915.72
13422,UPI,1331.37
13423,Card,334.9
13424,PayPal,75.78
13425,PayPal,100.36
13426,Card,1661.5
13427,Wallet,5438.92
13428,PayPal,610.92
13429,PayPal,4811.8
13430,PayPal,26.27
13431,PayPal,3117.69
13432,Card,44.18
13433,UPI,648.48
13434,Wallet,603.35
13435,UPI,3428.14
13436,UPI,2198.01
13437,Card,1086.19
13438,Card,2231.26
13439,PayPal,3306.47
13440,Card,1309.89
13441,UPI,1854.02
13442,Card,2719.84
13443,Card,1717.39
13444,PayPal,1314.61
13445,Wallet,3974.84
13446,PayPal,934.32
13447,UPI,479.27
13448,Wallet,2176.94
13449,Wallet,621.95
13450,Card,1621.08
13451,Card,694.83
13452,Wallet,2256.57
13453,UPI,756.93
13454,PayPal,271.88
13455,Card,1608.73
13456,Card,162.86
13457,Wallet,2887.43
13458,PayPal,2001.49
13459,UPI,1888.25
13460,UPI,2358.79
13461,PayPal,3096.72
13462,PayPal,209.48
13463,UPI,553.57
13464,UPI,3433.91
13465,PayPal,1972.16
13466,UPI,1010.5
13467,Card,2395.63
13468,Card,102.73
13469,UPI,981.12
13470,Card,529.38
13471,UPI,741.87
13472,Wallet,1636.33
13473,UPI,257.67
13474,UPI,2212.49
13475,Card,490.57
13476,Card,1196.13
13477,Card,3128.56
13478,Wallet,2385.58
13479,UPI,373.28
13480,Card,1166.52
13481,PayPal,110.73
13482,PayPal,92.01
13483,Wallet,547.72
13484,PayPal,718.8
13485,UPI,917.72
13486,Card,205.77
13487,Wallet,1944.63
13488,UPI,779.48
13489,Card,564.96
13490,Wallet,3429.08
13491,PayPal,66.99
13492,PayPal,1314.45
13493,PayPal,1431.58
13494,PayPal,1209.75
13495,PayPal,3530.81
13496,PayPal,1408.96
13497,Wallet,2823.34
13498,Wallet,1123.68
13499,Wallet,485.54
13500,PayPal,1698.79
13501,Wallet,2301.54
13502,Wallet,804.93
13503,Card,923.88
13504,Wallet,1192.32
13505,Card,4764.94
13506,PayPal,1462.24
13507,PayPal,1026.96
13508,Wallet,2664.81
13509,PayPal,3573.46
13510,PayPal,1140.94
13511,Wallet,2239.08
13512,Card,1419.3
13513,Wallet,2479.33
13514,PayPal,992.08
13515,UPI,1923.37
13516,Card,3720.38
13517,Card,2495.14
13518,Wallet,4267.22
13519,Wallet,2779.34
13520,UPI,484.08
13521,UPI,2370.32
13522,Wallet,579.39
13523,Wallet,2843.67
13524,Card,3077.53
13525,PayPal,1173.58
13526,Card,2107.36
13527,UPI,1659.68
13528,PayPal,568.85
13529,Wallet,303.87
13530,PayPal,2425.78
13531,UPI,1607.88
13532,Wallet,1103.16
13533,UPI,1743.27
13534,PayPal,2817.69
13535,Wallet,1271.19
13536,PayPal,873.75
13537,Wallet,3231.21
13538,Card,1190.55
13539,UPI,2042.26
13540,UPI,3310.66
13541,Wallet,3234.85
13542,Wallet,1272.94
13543,PayPal,2123.12
13544,Wallet,1047.18
13545,Wallet,3299.29
13546,PayPal,2605.93
13547,Wallet,2828.26
13548,UPI,1296.15
13549,PayPal,1570.54
13550,UPI,1959.0
13551,Card,73.14
13552,PayPal,336.24
13553,UPI,31.66
13554,PayPal,1464.01
13555,Card,2120.84
13556,Card,386.02
13557,PayPal,698.76
13558,Wallet,1376.55
13559,Card,2994.07
13560,Wallet,702.72
13561,PayPal,455.9
13562,UPI,3101.38
13563,Wallet,1409.37
13564,Card,1469.2
13565,Card,775.27
13566,UPI,1566.47
13567,UPI,368.7
13568,Card,2364.51
13569,Card,3792.15
13570,Wallet,797.47
13571,Card,1981.53
13572,PayPal,2300.36
13573,Wallet,3363.45
13574,Wallet,3516.18
13575,Wallet,321.03
13576,Wallet,2638.65
13577,Card,51.53
13578,UPI,420.95
13579,Card,2405.97
13580,UPI,554.26
13581,Wallet,319.86
13582,UPI,2275.5
13583,UPI,668.86
13584,Wallet,3125.48
13585,Card,1530.64
13586,Wallet,580.12
13587,PayPal,2859.45
13588,UPI,440.5
13589,Card,672.43
13590,UPI,322.6
13591,Wallet,1879.02
13592,PayPal,2214.66
13593,UPI,4180.62
13594,PayPal,1437.43
13595,PayPal,1709.53
13596,UPI,1813.42
13597,Card,786.31
13598,Card,2776.62
13599,UPI,854.48
13600,Card,3679.96
13601,PayPal,567.22
13602,UPI,1687.82
13603,Card,682.53
13604,PayPal,2133.64
13605,PayPal,1059.52
13606,UPI,1632.18
13607,Wallet,248.43
13608,Card,284.28
13609,UPI,1057.53
13610,UPI,807.29
13611,Card,1330.08
13612,UPI,496.54
13613,UPI,2000.55
13614,Wallet,1011.49
13615,UPI,797.62
13616,Card,1881.39
13617,Card,1987.46
13618,Wallet,1540.91
13619,PayPal,752.04
13620,UPI,606.11
13621,UPI,2275.21
13622,PayPal,2438.54
13623,Card,1135.87
13624,UPI,2092.01
13625,Wallet,1839.6
13626,UPI,1841.95
13627,UPI,934.32
13628,UPI,126.54
13629,Wallet,652.84
13630,UPI,809.7
13631,Card,549.46
13632,PayPal,1177.88
13633,Wallet,832.26
13634,PayPal,1796.48
13635,UPI,4836.25
13636,Wallet,1290.95
13637,Card,7040.42
13638,PayPal,579.09
13639,PayPal,742.34
13640,UPI,3239.96
13641,PayPal,1461.43
13642,Wallet,231.87
13643,Card,1519.8
13644,Wallet,1439.26
13645,PayPal,207.23
13646,PayPal,2527.67
13647,Card,2615.13
13648,Wallet,1375.79
13649,PayPal,959.08
13650,Card,492.37
13651,PayPal,1523.3
13652,UPI,1736.4
13653,Card,2072.66
13654,Wallet,695.76
13655,UPI,1252.28
13656,Card,1622.35
13657,Wallet,1457.05
13658,PayPal,1493.28
13659,Card,537.13
13660,Card,574.56
13661,UPI,1087.62
13662,UPI,4159.4
13663,PayPal,4559.94
13664,PayPal,1815.37
13665,Card,2156.9
13666,Card,1345.56
13667,PayPal,1994.17
13668,Wallet,3168.38
13669,UPI,3060.29
13670,UPI,1323.14
13671,PayPal,982.2
13672,Wallet,1608.08
13673,UPI,775.75
13674,Card,374.53
13675,Card,2424.82
13676,Wallet,2507.31
13677,Wallet,2318.85
13678,UPI,2572.81
13679,Wallet,724.92
13680,PayPal,2277.5
13681,Wallet,855.94
13682,PayPal,1116.9
13683,UPI,1728.44
13684,Card,3985.07
13685,Card,349.68
13686,PayPal,3842.37
13687,PayPal,1034.53
13688,Card,506.19
13689,Wallet,505.57
13690,Wallet,542.37
13691,Wallet,1139.42
13692,PayPal,294.42
13693,UPI,3205.14
13694,Card,1084.27
13695,Card,4174.89
13696,UPI,17.85
13697,Wallet,1600.26
13698,UPI,1526.11
13699,Card,2641.39
13700,Card,1632.23
13701,PayPal,3928.67
13702,Card,2511.12
13703,PayPal,663.99
13704,UPI,1632.02
13705,UPI,363.51
13706,PayPal,1985.79
13707,Wallet,4576.36
13708,PayPal,1114.14
13709,PayPal,718.35
13710,Card,1097.76
13711,Card,1260.69
13712,Card,2256.1
13713,Wallet,2612.13
13714,Card,1992.23
13715,Card,1419.69
13716,PayPal,1957.35
13717,UPI,5179.83
13718,Wallet,3350.81
13719,UPI,31.75
13720,PayPal,4628.9
13721,UPI,2819.33
13722,UPI,573.47
13723,UPI,2662.47
13724,PayPal,4012.47
13725,Wallet,793.74
13726,Card,300.92
13727,Card,1102.26
13728,PayPal,4338.89
13729,PayPal,1250.8
13730,Wallet,2451.33
13731,Card,1564.17
13732,Wallet,1306.24
13733,Wallet,515.76
13734,Card,1767.49
13735,PayPal,1560.3
13736,Card,965.22
13737,UPI,1675.48
13738,Card,2418.94
13739,Card,2301.73
13740,UPI,1151.58
13741,Wallet,1782.44
13742,Wallet,2520.22
13743,UPI,2344.73
13744,PayPal,151.28
13745,UPI,2503.15
13746,Card,1441.13
13747,PayPal,3357.09
13748,Wallet,1798.06
13749,Wallet,1055.99
13750,Card,471.65
13751,Card,2388.55
13752,UPI,563.57
13753,Card,2471.92
